Current Period,Customer ID,Periods Active,Current Customer (Y/N),Period Acquired,Period Terminated,Acquisition Channel,Sector,Referred (Y/N),Premium (Y/N),Region,Co. Age,Size,No. Maker Contracts,No. Advanced Contracts,"Revenue, Total",Maker Revenue,Advanced Revenue,Expected CLV
9,4221,1,Y,8,,Internal,Automotive,N,N,Northeast,6-10yrs,Medium,2,0,42000,42000,0,224079
9,4222,1,Y,8,,Internal,Automotive,N,N,Southwest,10+yrs,Medium,0,1,29000,0,29000,123894
9,4223,1,Y,8,,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,0,21000,21000,0,91648
9,4224,1,Y,8,,Internal,Automotive,N,N,West,10+yrs,Small,1,3,108000,21000,87000,191224
9,4225,1,Y,8,,Internal,Automotive,N,Y,Southwest,10+yrs,Small,1,0,32000,32000,0,292241
9,4226,1,Y,8,,Internal,Automotive,N,N,Northeast,10+yrs,Small,1,0,21000,21000,0,478123
9,4227,1,Y,8,,Internal,Automotive,N,Y,West,6-10yrs,Small,0,1,40000,0,40000,82109
9,4228,1,Y,8,,Internal,Automotive,N,Y,Southeast,6-10yrs,Small,1,0,32000,32000,0,310221
9,4229,1,Y,8,,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,1,0,21000,21000,0,86556
9,4230,1,Y,8,,Internal,Automotive,N,N,West,6-10yrs,Small,1,0,21000,21000,0,49623
9,4231,1,Y,8,,Internal,Automotive,N,N,Southeast,6-10yrs,Small,0,1,29000,0,29000,106016
9,4232,1,Y,8,,Internal,Automotive,N,N,West,6-10yrs,Small,1,0,21000,21000,0,80902
9,4233,1,Y,8,,Internal,Automotive,N,Y,Northeast,0-5yrs,Small,3,0,96000,96000,0,34719
9,4234,1,Y,8,,Internal,Automotive,N,N,Northeast,10+yrs,Small,1,0,21000,21000,0,76138
9,4235,1,Y,8,,Internal,Automotive,N,Y,Southeast,0-5yrs,Small,2,2,144000,64000,80000,94516
9,4236,1,Y,8,,Internal,Automotive,N,N,Southeast,10+yrs,Medium,0,1,29000,0,29000,40922
9,4237,1,Y,8,,Internal,Automotive,N,N,Midwest,0-5yrs,Small,0,1,29000,0,29000,10501
9,4238,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Small,1,1,72000,32000,40000,262992
9,4239,1,Y,8,,Internal,Automotive,N,N,Southeast,6-10yrs,Medium,1,0,21000,21000,0,136504
9,4240,1,Y,8,,Internal,Automotive,N,N,Southeast,0-5yrs,Small,0,1,29000,0,29000,135923
9,4241,1,Y,8,,Internal,Automotive,N,Y,Midwest,10+yrs,Medium,0,1,40000,0,40000,28142
9,4242,1,Y,8,,Internal,Automotive,N,Y,Southwest,10+yrs,Small,1,0,32000,32000,0,145099
9,4243,1,Y,8,,Internal,Automotive,N,Y,Northeast,10+yrs,Small,1,1,72000,32000,40000,18107
9,4244,1,Y,8,,Internal,Automotive,N,Y,Midwest,0-5yrs,Small,1,0,32000,32000,0,23732
9,4245,1,Y,8,,Internal,Automotive,N,Y,Southwest,10+yrs,Large,2,0,64000,64000,0,17198
9,4246,1,Y,8,,Internal,Automotive,N,N,West,6-10yrs,Small,1,0,21000,21000,0,20080
9,4247,1,Y,8,,Internal,Automotive,N,Y,Midwest,0-5yrs,Small,1,0,32000,32000,0,95496
9,4248,1,Y,8,,Internal,Automotive,N,Y,Northeast,0-5yrs,Small,3,0,96000,96000,0,190103
9,4249,1,Y,8,,Internal,Automotive,N,N,Midwest,0-5yrs,Medium,0,1,29000,0,29000,89334
9,4250,1,Y,8,,Internal,Automotive,N,N,Southwest,0-5yrs,Large,0,1,29000,0,29000,51365
9,4251,1,Y,8,,Internal,Automotive,N,Y,Southeast,10+yrs,Large,0,1,40000,0,40000,48417
9,4252,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Small,1,3,152000,32000,120000,143193
9,4253,1,Y,8,,Internal,Automotive,N,Y,Midwest,0-5yrs,Large,0,1,40000,0,40000,102974
9,4254,1,Y,8,,Internal,Automotive,N,Y,Southwest,0-5yrs,Medium,1,0,32000,32000,0,19698
9,4255,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Small,0,2,80000,0,80000,63108
9,4256,1,Y,8,,Internal,Automotive,N,N,West,10+yrs,Small,1,0,21000,21000,0,45099
9,4257,1,Y,8,,Internal,Automotive,N,N,Southeast,10+yrs,Small,1,0,21000,21000,0,46378
9,4258,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Large,0,1,40000,0,40000,33073
9,4259,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Large,1,0,32000,32000,0,19250
9,4260,1,Y,8,,Internal,Automotive,N,Y,Midwest,0-5yrs,Medium,1,0,32000,32000,0,57169
9,4261,1,Y,8,,Internal,Automotive,N,N,Southeast,6-10yrs,Medium,1,0,21000,21000,0,49133
9,4262,1,Y,8,,Internal,Automotive,N,N,Midwest,0-5yrs,Small,0,1,29000,0,29000,178416
9,4263,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Small,0,1,40000,0,40000,39966
9,4264,1,Y,8,,Internal,Automotive,N,Y,West,10+yrs,Small,1,0,32000,32000,0,178102
9,4265,1,Y,8,,Internal,Automotive,N,Y,Northeast,10+yrs,Medium,1,0,32000,32000,0,77531
9,4266,1,Y,8,,Internal,Automotive,N,Y,Southeast,10+yrs,Small,1,0,32000,32000,0,360674
9,4267,1,Y,8,,Internal,Automotive,N,Y,Southwest,0-5yrs,Small,1,1,72000,32000,40000,83369
9,4268,1,Y,8,,Internal,Automotive,N,N,Midwest,0-5yrs,Medium,1,0,21000,21000,0,92438
9,4269,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Small,1,0,32000,32000,0,32185
9,4270,1,Y,8,,Internal,Automotive,N,Y,Southwest,10+yrs,Small,1,0,32000,32000,0,60271
9,4271,1,Y,8,,Internal,Automotive,N,Y,Southeast,0-5yrs,Medium,1,0,32000,32000,0,71166
9,4272,1,Y,8,,Internal,Automotive,N,Y,Northeast,0-5yrs,Small,0,2,80000,0,80000,43972
9,4273,1,Y,8,,Internal,Automotive,N,N,West,6-10yrs,Small,2,0,42000,42000,0,108080
9,4274,1,Y,8,,Internal,Automotive,N,N,Northeast,10+yrs,Medium,1,0,21000,21000,0,329299
9,4275,1,Y,8,,Internal,Automotive,N,N,West,0-5yrs,Small,1,0,21000,21000,0,69312
9,4276,1,Y,8,,Internal,Automotive,N,N,West,6-10yrs,Small,1,0,21000,21000,0,39489
9,4277,1,Y,8,,Internal,Automotive,N,N,Northeast,10+yrs,Medium,1,0,21000,21000,0,124792
9,4278,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Small,1,0,32000,32000,0,45760
9,4279,1,Y,8,,Internal,Automotive,N,N,Southwest,0-5yrs,Medium,1,0,21000,21000,0,16363
9,4280,1,Y,8,,Internal,Automotive,N,Y,Southeast,10+yrs,Large,1,2,112000,32000,80000,83372
9,4281,1,Y,8,,Internal,Automotive,N,Y,Southwest,0-5yrs,Medium,1,0,32000,32000,0,96560
9,4282,1,Y,8,,Internal,Automotive,N,Y,Northeast,0-5yrs,Small,0,1,40000,0,40000,125574
9,4283,1,Y,8,,Internal,Automotive,N,Y,Southeast,0-5yrs,Medium,1,0,32000,32000,0,120485
9,4284,1,Y,8,,Internal,Automotive,N,N,Midwest,6-10yrs,Small,1,0,21000,21000,0,228497
9,4285,1,Y,8,,Internal,Automotive,N,N,Southeast,10+yrs,Small,0,1,29000,0,29000,53493
9,4286,1,Y,8,,Internal,Automotive,N,Y,Northeast,0-5yrs,Medium,1,1,72000,32000,40000,222155
9,4287,1,Y,8,,Internal,Automotive,N,N,Southwest,6-10yrs,Small,1,0,21000,21000,0,51320
9,4288,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Medium,0,2,80000,0,80000,60984
9,4289,1,Y,8,,Internal,Automotive,N,N,Southeast,10+yrs,Small,0,3,87000,0,87000,102418
9,4290,1,Y,8,,Internal,Automotive,N,N,West,6-10yrs,Small,1,0,21000,21000,0,92762
9,4291,1,Y,8,,Internal,Automotive,N,Y,West,10+yrs,Medium,1,0,32000,32000,0,39343
9,4292,1,Y,8,,Internal,Automotive,N,N,West,10+yrs,Small,1,0,21000,21000,0,56072
9,4293,1,Y,8,,Internal,Automotive,N,N,Southeast,0-5yrs,Small,1,1,50000,21000,29000,215500
9,4294,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Small,1,1,72000,32000,40000,70553
9,4295,1,Y,8,,Internal,Automotive,N,N,West,0-5yrs,Large,1,1,50000,21000,29000,46384
9,4296,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Small,1,0,32000,32000,0,7497
9,4297,1,Y,8,,Internal,Automotive,N,Y,Northeast,0-5yrs,Small,1,1,72000,32000,40000,133240
9,4298,1,Y,8,,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,0,21000,21000,0,62279
9,4299,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Medium,1,1,72000,32000,40000,248043
9,4300,1,Y,8,,Internal,Automotive,N,N,Midwest,10+yrs,Small,0,1,29000,0,29000,11917
9,4301,1,Y,8,,Internal,Automotive,N,Y,Midwest,0-5yrs,Small,2,0,64000,64000,0,46872
9,4302,1,Y,8,,Internal,Automotive,N,N,Southeast,10+yrs,Small,0,1,29000,0,29000,128309
9,4303,1,Y,8,,Internal,Automotive,N,Y,Southeast,0-5yrs,Small,1,0,32000,32000,0,102400
9,4304,1,Y,8,,Internal,Automotive,N,Y,Southeast,0-5yrs,Small,1,0,32000,32000,0,224232
9,4305,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Small,0,1,40000,0,40000,74491
9,4306,1,Y,8,,Internal,Automotive,N,N,Northeast,10+yrs,Small,0,2,58000,0,58000,111248
9,4307,1,Y,8,,Internal,Automotive,N,Y,Southwest,10+yrs,Small,2,1,104000,64000,40000,111033
9,4308,1,Y,8,,Internal,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,72671
9,4309,1,Y,8,,Internal,Automotive,N,Y,Southeast,6-10yrs,Small,0,1,40000,0,40000,84452
9,4310,1,Y,8,,Internal,Automotive,N,Y,Northeast,10+yrs,Medium,0,1,40000,0,40000,71392
9,4311,1,Y,8,,Internal,Automotive,N,Y,Southeast,6-10yrs,Large,0,1,40000,0,40000,129655
9,4312,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Small,1,1,72000,32000,40000,237538
9,4313,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Large,1,0,32000,32000,0,136324
9,4314,1,Y,8,,Internal,Automotive,N,N,West,0-5yrs,Small,0,1,29000,0,29000,31440
9,4315,1,Y,8,,Internal,Automotive,N,Y,Southwest,0-5yrs,Small,1,0,32000,32000,0,73912
9,4316,1,Y,8,,Internal,Automotive,N,Y,Southeast,0-5yrs,Medium,1,0,32000,32000,0,270131
9,4317,1,Y,8,,Internal,Automotive,N,N,Northeast,0-5yrs,Large,1,0,21000,21000,0,128915
9,4318,1,Y,8,,Internal,Automotive,N,Y,Midwest,0-5yrs,Small,1,1,72000,32000,40000,31518
9,4319,1,Y,8,,Internal,Automotive,N,Y,Southwest,6-10yrs,Small,1,0,32000,32000,0,187059
9,4320,1,Y,8,,Internal,Automotive,N,N,West,10+yrs,Small,1,1,50000,21000,29000,6372
9,4321,1,Y,8,,Internal,Automotive,N,Y,Northeast,0-5yrs,Medium,1,0,32000,32000,0,58572
9,4322,1,Y,8,,Internal,Automotive,N,Y,Northeast,10+yrs,Small,1,2,112000,32000,80000,72143
9,4323,1,Y,8,,Internal,Automotive,N,Y,Northeast,0-5yrs,Medium,0,1,40000,0,40000,102058
9,4324,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Small,0,1,40000,0,40000,99539
9,4325,1,Y,8,,Internal,Automotive,N,Y,Southeast,6-10yrs,Small,1,0,32000,32000,0,50390
9,4326,1,Y,8,,Internal,Automotive,N,N,Southeast,0-5yrs,Small,0,1,29000,0,29000,40352
9,4327,1,Y,8,,Internal,Automotive,N,Y,Northeast,6-10yrs,Small,1,0,32000,32000,0,7556
9,4328,1,Y,8,,Internal,Automotive,N,N,West,10+yrs,Small,1,0,21000,21000,0,103209
9,4329,1,Y,8,,Internal,Automotive,N,Y,Southeast,10+yrs,Small,1,1,72000,32000,40000,117465
9,4330,1,Y,8,,Internal,Automotive,N,N,Northeast,0-5yrs,Small,1,0,21000,21000,0,23909
9,4331,1,Y,8,,Internal,Automotive,N,Y,Northeast,6-10yrs,Small,1,0,32000,32000,0,36637
9,4332,1,Y,8,,Internal,Automotive,N,N,Southeast,6-10yrs,Small,1,0,21000,21000,0,250786
9,4333,1,Y,8,,Internal,Automotive,N,Y,Southwest,0-5yrs,Small,1,0,32000,32000,0,31923
9,4334,1,Y,8,,Internal,Automotive,N,N,Southwest,10+yrs,Small,1,0,21000,21000,0,114507
9,4335,1,Y,8,,Internal,Automotive,N,N,Northeast,6-10yrs,Small,3,0,63000,63000,0,241915
9,4336,1,Y,8,,Internal,Automotive,N,N,Southeast,6-10yrs,Small,1,0,21000,21000,0,48683
9,4337,1,Y,8,,Internal,Automotive,N,N,Southeast,0-5yrs,Large,1,0,21000,21000,0,26106
9,4338,1,Y,8,,Internal,Automotive,N,Y,Southwest,0-5yrs,Medium,1,0,32000,32000,0,121561
9,4339,1,Y,8,,Internal,Automotive,N,N,West,0-5yrs,Small,1,0,21000,21000,0,114124
9,4340,1,Y,8,,Internal,Automotive,N,Y,Midwest,10+yrs,Medium,1,0,32000,32000,0,70540
9,4341,1,Y,8,,Internal,Automotive,N,Y,Northeast,10+yrs,Small,0,2,80000,0,80000,70082
9,4342,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Small,1,0,32000,32000,0,11377
9,4343,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Small,1,0,32000,32000,0,68343
9,4344,1,Y,8,,Internal,Automotive,N,N,Southeast,6-10yrs,Small,1,0,21000,21000,0,26055
9,4345,1,Y,8,,Internal,Automotive,N,Y,West,6-10yrs,Small,2,0,64000,64000,0,55053
9,4346,1,Y,8,,Internal,Automotive,N,N,Southeast,0-5yrs,Small,0,1,29000,0,29000,57763
9,4347,1,Y,8,,Internal,Automotive,N,N,Southwest,0-5yrs,Medium,1,0,21000,21000,0,68253
9,4348,1,Y,8,,Internal,Automotive,N,Y,Southwest,0-5yrs,Small,1,0,32000,32000,0,76069
9,4349,1,Y,8,,Internal,Automotive,N,N,West,0-5yrs,Medium,1,0,21000,21000,0,170492
9,4350,1,Y,8,,Internal,Automotive,N,N,Southwest,10+yrs,Small,0,1,29000,0,29000,116806
9,4351,1,Y,8,,Internal,Automotive,N,Y,Southeast,0-5yrs,Small,0,2,80000,0,80000,265446
9,4352,1,Y,8,,Internal,Automotive,N,N,Southeast,0-5yrs,Small,0,1,29000,0,29000,153950
9,4353,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Small,0,1,40000,0,40000,76354
9,4354,1,Y,8,,Internal,Automotive,N,Y,Northeast,6-10yrs,Small,1,1,72000,32000,40000,193743
9,4355,1,Y,8,,Internal,Automotive,N,N,Northeast,10+yrs,Small,0,1,29000,0,29000,66090
9,4356,1,Y,8,,Internal,Automotive,N,N,Southwest,10+yrs,Medium,1,0,21000,21000,0,224359
9,4357,1,Y,8,,Internal,Automotive,N,Y,Southeast,0-5yrs,Medium,2,1,104000,64000,40000,313119
9,4358,1,Y,8,,Internal,Automotive,N,N,Midwest,0-5yrs,Small,1,0,21000,21000,0,55895
9,4359,1,Y,8,,Internal,Automotive,N,N,Southwest,0-5yrs,Medium,1,0,21000,21000,0,24851
9,4360,1,Y,8,,Internal,Automotive,N,Y,Southwest,10+yrs,Small,1,1,72000,32000,40000,12217
9,4361,1,Y,8,,Internal,Automotive,N,N,Northeast,6-10yrs,Large,0,1,29000,0,29000,144413
9,4362,1,Y,8,,Internal,Automotive,N,N,Southeast,0-5yrs,Small,0,1,29000,0,29000,49553
9,4363,1,Y,8,,Internal,Automotive,N,N,Southeast,6-10yrs,Medium,1,0,21000,21000,0,58395
9,4364,1,Y,8,,Internal,Automotive,N,Y,Southeast,0-5yrs,Small,1,0,32000,32000,0,19195
9,4365,1,Y,8,,Internal,Automotive,N,N,Southwest,6-10yrs,Small,1,0,21000,21000,0,101161
9,4366,1,Y,8,,Internal,Automotive,N,Y,Northeast,10+yrs,Small,1,0,32000,32000,0,214601
9,4367,1,Y,8,,Internal,Automotive,N,N,Southeast,0-5yrs,Small,1,0,21000,21000,0,142429
9,4368,1,Y,8,,Internal,Automotive,N,Y,Southeast,10+yrs,Medium,1,0,32000,32000,0,9204
9,4369,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Small,0,1,40000,0,40000,33370
9,4370,1,Y,8,,Internal,Automotive,N,Y,Southeast,6-10yrs,Medium,1,0,32000,32000,0,118401
9,4371,1,Y,8,,Internal,Automotive,N,N,West,6-10yrs,Small,1,0,21000,21000,0,38270
9,4372,1,Y,8,,Internal,Automotive,N,Y,Southeast,6-10yrs,Small,1,0,32000,32000,0,501917
9,4373,1,Y,8,,Internal,Automotive,N,N,Midwest,0-5yrs,Small,0,1,29000,0,29000,18233
9,4374,1,Y,8,,Internal,Automotive,N,Y,Midwest,0-5yrs,Medium,1,0,32000,32000,0,224563
9,4375,1,Y,8,,Internal,Automotive,N,N,Midwest,0-5yrs,Small,1,0,21000,21000,0,384155
9,4376,1,Y,8,,Internal,Automotive,N,Y,Northeast,10+yrs,Large,1,0,32000,32000,0,134013
9,4377,1,Y,8,,Internal,Automotive,N,N,Midwest,0-5yrs,Small,1,1,50000,21000,29000,47654
9,4378,1,Y,8,,Internal,Automotive,N,Y,Southwest,0-5yrs,Small,1,0,32000,32000,0,93784
9,4379,1,Y,8,,Internal,Automotive,N,N,West,0-5yrs,Small,1,1,50000,21000,29000,18170
9,4380,1,Y,8,,Internal,Automotive,N,N,West,10+yrs,Large,1,0,21000,21000,0,23934
9,4381,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Small,2,0,64000,64000,0,59721
9,4382,1,Y,8,,Internal,Automotive,N,Y,Midwest,0-5yrs,Small,0,1,40000,0,40000,113342
9,4383,1,Y,8,,Internal,Automotive,N,N,Southwest,0-5yrs,Medium,0,1,29000,0,29000,99411
9,4384,1,Y,8,,Internal,Automotive,N,N,Midwest,0-5yrs,Small,0,3,87000,0,87000,119539
9,4385,1,Y,8,,Internal,Automotive,N,Y,Midwest,0-5yrs,Large,0,3,120000,0,120000,66304
9,4386,1,Y,8,,Internal,Automotive,N,Y,Northeast,0-5yrs,Small,0,1,40000,0,40000,70664
9,4387,1,Y,8,,Internal,Automotive,N,N,Northeast,6-10yrs,Small,1,0,21000,21000,0,52672
9,4388,1,Y,8,,Internal,Automotive,N,Y,West,10+yrs,Medium,4,1,168000,128000,40000,75670
9,4389,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Medium,1,0,32000,32000,0,173431
9,4390,1,Y,8,,Internal,Automotive,N,N,Southwest,0-5yrs,Small,0,1,29000,0,29000,71752
9,4391,1,Y,8,,Internal,Automotive,N,N,Southeast,0-5yrs,Small,1,0,21000,21000,0,223003
9,4392,1,Y,8,,Internal,Automotive,N,Y,Southeast,6-10yrs,Small,1,0,32000,32000,0,351178
9,4393,1,Y,8,,Internal,Automotive,N,Y,Southeast,0-5yrs,Small,1,0,32000,32000,0,130584
9,4394,1,Y,8,,Internal,Automotive,N,N,Southwest,0-5yrs,Small,1,1,50000,21000,29000,218461
9,4395,1,Y,8,,Internal,Automotive,N,N,Southwest,0-5yrs,Medium,1,0,21000,21000,0,44167
9,4396,1,Y,8,,Internal,Automotive,N,N,Midwest,6-10yrs,Small,0,1,29000,0,29000,353951
9,4397,1,Y,8,,Internal,Automotive,N,Y,Southwest,0-5yrs,Medium,1,0,32000,32000,0,55534
9,4398,1,Y,8,,Internal,Automotive,N,Y,Northeast,0-5yrs,Small,1,0,32000,32000,0,123039
9,4399,1,Y,8,,Internal,Automotive,N,N,Midwest,0-5yrs,Medium,1,0,21000,21000,0,17636
9,4400,1,Y,8,,Internal,Automotive,N,Y,Southeast,0-5yrs,Small,1,0,32000,32000,0,63532
9,4401,1,Y,8,,Internal,Automotive,N,N,Northeast,0-5yrs,Large,1,0,21000,21000,0,40049
9,4402,1,Y,8,,Internal,Automotive,N,N,Midwest,0-5yrs,Medium,1,0,21000,21000,0,304451
9,4403,1,Y,8,,Internal,Automotive,N,Y,Southwest,10+yrs,Medium,1,0,32000,32000,0,198535
9,4404,1,Y,8,,Internal,Automotive,N,Y,Southwest,10+yrs,Large,1,0,32000,32000,0,77510
9,4405,1,Y,8,,Internal,Automotive,N,Y,Southeast,6-10yrs,Small,1,0,32000,32000,0,68660
9,4406,1,Y,8,,Internal,Automotive,N,N,West,0-5yrs,Small,1,0,21000,21000,0,82391
9,4407,1,Y,8,,Internal,Automotive,N,N,Midwest,10+yrs,Medium,0,1,29000,0,29000,122652
9,4408,1,Y,8,,Internal,Automotive,N,Y,Northeast,10+yrs,Small,0,1,40000,0,40000,13729
9,4409,1,Y,8,,Internal,Automotive,N,N,Southwest,0-5yrs,Small,0,1,29000,0,29000,59944
9,4410,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Small,1,0,32000,32000,0,201247
9,4411,1,Y,8,,Internal,Automotive,N,Y,Southwest,10+yrs,Small,0,1,40000,0,40000,94396
9,4412,1,Y,8,,Internal,Automotive,N,Y,Midwest,10+yrs,Small,1,1,72000,32000,40000,68866
9,4413,1,Y,8,,Internal,Automotive,N,N,Southeast,0-5yrs,Small,2,1,71000,42000,29000,80215
9,4414,1,Y,8,,Internal,Automotive,N,Y,Southeast,10+yrs,Small,1,0,32000,32000,0,6223
9,4415,1,Y,8,,Internal,Automotive,N,N,Southeast,0-5yrs,Medium,1,0,21000,21000,0,102038
9,4416,1,Y,8,,Internal,Automotive,N,N,Midwest,6-10yrs,Medium,1,0,21000,21000,0,31826
9,4417,1,Y,8,,Internal,Automotive,N,N,Southwest,6-10yrs,Small,0,1,29000,0,29000,124194
9,4418,1,Y,8,,Internal,Automotive,N,Y,Southwest,10+yrs,Medium,1,1,72000,32000,40000,53761
9,4419,1,Y,8,,Internal,Automotive,N,N,West,0-5yrs,Medium,1,0,21000,21000,0,134456
9,4420,1,Y,8,,Internal,Automotive,N,N,Northeast,6-10yrs,Medium,1,0,21000,21000,0,41134
9,4421,1,Y,8,,Internal,Automotive,N,Y,Southeast,0-5yrs,Small,1,0,32000,32000,0,35082
9,4422,1,Y,8,,Internal,Automotive,N,Y,Midwest,10+yrs,Small,1,2,112000,32000,80000,193501
9,4423,1,Y,8,,Internal,Automotive,N,N,West,6-10yrs,Small,1,0,21000,21000,0,29469
9,4424,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Small,1,0,32000,32000,0,37016
9,4425,1,Y,8,,Internal,Automotive,N,Y,Midwest,0-5yrs,Small,1,0,32000,32000,0,27727
9,4426,1,Y,8,,Internal,Automotive,N,Y,Southeast,0-5yrs,Medium,1,0,32000,32000,0,84142
9,4427,1,Y,8,,Internal,Automotive,N,N,Southwest,10+yrs,Medium,0,1,29000,0,29000,26794
9,4428,1,Y,8,,Internal,Automotive,N,N,Southeast,10+yrs,Small,1,0,21000,21000,0,50321
9,4429,1,Y,8,,Internal,Automotive,N,N,West,10+yrs,Small,1,0,21000,21000,0,49816
9,4430,1,Y,8,,Internal,Automotive,N,N,Southwest,0-5yrs,Small,1,1,50000,21000,29000,157380
9,4431,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Medium,1,0,32000,32000,0,117795
9,4432,1,Y,8,,Internal,Automotive,N,N,Southeast,10+yrs,Medium,1,0,21000,21000,0,59525
9,4433,1,Y,8,,Internal,Automotive,N,Y,Northeast,0-5yrs,Medium,0,1,40000,0,40000,217231
9,4434,1,Y,8,,Internal,Automotive,N,Y,Southwest,0-5yrs,Small,1,0,32000,32000,0,89710
9,4435,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Small,1,0,32000,32000,0,24984
9,4436,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Small,0,1,40000,0,40000,44445
9,4437,1,Y,8,,Internal,Automotive,N,N,Southwest,0-5yrs,Small,1,0,21000,21000,0,38622
9,4438,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Medium,1,0,32000,32000,0,120272
9,4439,1,Y,8,,Internal,Automotive,N,Y,Southeast,6-10yrs,Medium,1,0,32000,32000,0,42719
9,4440,1,Y,8,,Internal,Automotive,N,N,Southwest,10+yrs,Medium,1,0,21000,21000,0,92839
9,4441,1,Y,8,,Internal,Automotive,N,Y,Southeast,6-10yrs,Large,0,1,40000,0,40000,35553
9,4442,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Medium,0,1,40000,0,40000,69318
9,4443,1,Y,8,,Internal,Automotive,N,Y,Southwest,10+yrs,Medium,3,2,176000,96000,80000,155072
9,4444,1,Y,8,,Internal,Automotive,N,N,Midwest,0-5yrs,Small,1,0,21000,21000,0,22188
9,4445,1,Y,8,,Internal,Automotive,N,Y,West,10+yrs,Large,0,2,80000,0,80000,25086
9,4446,1,Y,8,,Internal,Automotive,N,N,Northeast,10+yrs,Small,0,2,58000,0,58000,59690
9,4447,1,Y,8,,Internal,Automotive,N,N,West,0-5yrs,Medium,1,0,21000,21000,0,203058
9,4448,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Large,1,0,32000,32000,0,54212
9,4449,1,Y,8,,Internal,Automotive,N,Y,Midwest,6-10yrs,Small,0,1,40000,0,40000,27408
9,4450,1,Y,8,,Internal,Automotive,N,Y,Southwest,6-10yrs,Small,1,0,32000,32000,0,39423
9,4451,1,Y,8,,Internal,Automotive,N,N,Southeast,6-10yrs,Medium,1,0,21000,21000,0,44083
9,4452,1,Y,8,,Internal,Automotive,N,Y,West,0-5yrs,Small,1,0,32000,32000,0,152035
9,4453,1,Y,8,,Internal,Automotive,N,N,West,10+yrs,Small,1,0,21000,21000,0,85442
9,4454,1,Y,8,,Internal,Automotive,N,N,Midwest,0-5yrs,Medium,1,0,21000,21000,0,48646
9,4455,1,Y,8,,Internal,Automotive,N,N,West,6-10yrs,Medium,1,0,21000,21000,0,171269
9,4456,1,Y,8,,Internal,Automotive,N,N,Southeast,6-10yrs,Small,1,0,21000,21000,0,44315
9,4457,1,Y,8,,Internal,Automotive,N,Y,Southeast,10+yrs,Medium,1,0,32000,32000,0,121574
9,4458,1,Y,8,,Internal,Automotive,N,N,Midwest,0-5yrs,Large,1,0,21000,21000,0,266460
9,4459,1,Y,8,,Internal,Automotive,N,N,West,6-10yrs,Small,1,0,21000,21000,0,157362
9,4460,1,Y,8,,Internal,Automotive,N,N,Midwest,10+yrs,Small,1,1,50000,21000,29000,12566
9,4461,1,Y,8,,Internal,Automotive,N,Y,Southeast,0-5yrs,Medium,1,0,32000,32000,0,73990
9,4462,1,Y,8,,Internal,Automotive,N,N,Midwest,0-5yrs,Medium,1,0,21000,21000,0,29290
9,4463,1,Y,8,,Internal,Automotive,N,Y,Southwest,0-5yrs,Medium,1,0,32000,32000,0,27566
9,4464,1,Y,8,,Internal,Automotive,N,Y,Midwest,0-5yrs,Large,3,0,96000,96000,0,191867
9,4465,1,Y,8,,Internal,Automotive,N,Y,Midwest,0-5yrs,Small,1,0,32000,32000,0,42776
9,4466,1,Y,8,,Internal,Automotive,N,N,Midwest,10+yrs,Small,1,0,21000,21000,0,104895
9,4467,1,Y,8,,Internal,Automotive,N,N,Southeast,6-10yrs,Small,1,0,21000,21000,0,250236
